Word,Starting Letter,WordLength,Scrabble Value,Max Possible Bouns
ACINETA, A,7,9,27
ACINETAE, A,8,10,36
ACINETAN, A,8,10,36
ACINETARIA, A,10,12,42
ACINETARIAN, A,11,13,45
ACINETIFORM, A,11,18,62
ACINETINA, A,9,11,39
ACINETINAN, A,10,12,42
ACINIFORM, A,9,16,56
ACINOSE, A,7,9,27
ACINOTUBULAR, A,12,16,54
ACINOUS, A,7,9,27
ACINUS, A,6,8,22
ACIPENSER, A,9,13,45
ACIPENSERES, A,11,15,51
ACIPENSERID, A,11,16,54
ACIPENSERIDAE, A,13,18,60
ACIPENSERINE, A,12,16,54
ACIPENSEROID, A,12,17,57
ACIPENSEROIDEI, A,14,19,63
ACIURGY, A,7,13,38
ACLEIDIAN, A,9,12,42
ACLEISTOUS, A,10,12,42
ACLEMON, A,7,11,31
ACLIDIAN, A,8,11,39
ACLINAL, A,7,9,27
ACLOUD, A,6,9,24
ACLYS, A,5,10,20
ACMAEA, A,6,10,26
ACMAEIDAE, A,9,14,48
ACMESTHESIA, A,11,18,62
ACMISPON, A,8,14,48
ACMITE, A,6,10,26
ACNEFORM, A,8,15,53
ACNEIFORM, A,9,16,56
ACNEMIA, A,7,11,31
ACNIDA, A,6,9,24
ACNODAL, A,7,10,29
ACNODE, A,6,9,24
ACOELA, A,6,8,22
ACOELOMATA, A,10,14,48
ACOELOMATE, A,10,14,48
ACOELOMATOUS, A,12,16,54
ACOELOMI, A,8,12,42
ACOELOMOUS, A,10,14,48
ACOELOUS, A,8,10,36
ACOEMETAE, A,9,13,45
ACOEMETI, A,8,12,42
ACOINE, A,6,8,22
ACOLAPISSA, A,10,14,48
ACOLHUA, A,7,12,36
ACOLHUAN, A,8,13,47
ACOLOGY, A,7,13,38
ACOLOUS, A,7,9,27
ACOLYTE, A,7,12,36
ACOLYTHATE, A,10,18,62
ACOMIA, A,6,10,26
ACOMOUS, A,7,11,31
ACONATIVE, A,9,14,50
ACONDYLOSE, A,10,16,56
ACONDYLOUS, A,10,16,56
ACONIN, A,6,8,22
ACONINE, A,7,9,27
ACONITAL, A,8,10,36
ACONITE, A,7,9,27
ACONITIA, A,8,10,36
ACONITIN, A,8,10,36
ACONITINE, A,9,11,39
ACONITUM, A,8,12,42
ACONTIAS, A,8,10,36
ACONTIUM, A,8,12,42
ACONTIUS, A,8,10,36
ACONURESIS, A,10,12,42
ACOPON, A,6,10,26
ACOPYRIN, A,8,15,53
ACOPYRINE, A,9,16,56
ACOREA, A,6,8,22
ACORIA, A,6,8,22
ACORNED, A,7,10,29
ACORUS, A,6,8,22
ACOSMIST, A,8,12,42
ACOTYLEDON, A,10,16,56
ACOTYLEDONOUS, A,13,19,65
ACOUASM, A,7,11,31
ACOUMETER, A,9,13,45
ACOUMETRY, A,9,16,56
ACOUOMETER, A,10,14,48
ACOUOPHONIA, A,11,18,62
ACOUPA, A,6,10,26
ACOUSMATA, A,9,13,45
ACRAEIN, A,7,9,27
ACRAEINAE, A,9,11,39
ACRALDEHYDE, A,11,21,71
ACRANIA, A,7,9,27
ACRANIAL, A,8,10,36
ACRANIATE, A,9,11,39
ACRASIA, A,7,9,27
ACRASIALES, A,10,12,42
ACRASIDA, A,8,11,39
ACRASIEAE, A,9,11,39
ACRASPEDA, A,9,14,48
ACRASPEDOTE, A,11,16,54
ACRATIA, A,7,9,27
ACRATURESIS, A,11,13,45
ACRAWL, A,6,11,30
ACREABLE, A,8,12,42
ACREAGE, A,7,10,29
ACREAM, A,6,10,26
ACREDULA, A,8,11,39
ACREMAN, A,7,11,31
ACRIDAN, A,7,10,29
ACRIDIAN, A,8,11,39
ACRIDIDAE, A,9,13,45
ACRIDIIDAE, A,10,14,48
ACRIDINE, A,8,11,39
ACRIDINIUM, A,10,15,51
ACRIDITY, A,8,14,50
ACRIDIUM, A,8,13,45
ACRIDLY, A,7,13,38
ACRIDNESS, A,9,12,42
ACRIDONE, A,8,11,39
ACRIDONIUM, A,10,15,51
ACRIDOPHAGUS, A,12,21,71
ACRIDYL, A,7,13,38
ACRIFLAVIN, A,10,18,62
ACRIFLAVINE, A,11,19,65
ACRIMONIOUS, A,11,15,51
ACRIMONIOUSLY, A,13,20,68
ACRIMONY, A,8,15,53
ACRINDOLINE, A,11,14,48
ACRINYL, A,7,12,36
ACRISIA, A,7,9,27
ACRISIUS, A,8,10,36
ACRITA, A,6,8,22
ACRITAN, A,7,9,27
ACRITE, A,6,8,22
ACRITOL, A,7,9,27
ACROAESTHESIA, A,13,18,62
ACROAMA, A,7,11,31
ACROANESTHESIA, A,14,19,65
ACROARTHRITIS, A,13,18,62
ACROBAT, A,7,11,31
ACROBATES, A,9,13,45
ACROBATISM, A,10,16,54
ACROBLAST, A,9,13,45
ACROBRYOUS, A,10,17,59
ACROBYSTITIS, A,12,19,65
ACRODERMATITIS, A,14,19,63
ACRODONT, A,8,11,39
ACRODONTISM, A,11,16,54
ACRODROME, A,9,14,48
ACRODROMOUS, A,11,16,54
ACRODUS, A,7,10,29
ACRODYNIA, A,9,15,53
ACROESTHESIA, A,12,17,59
ACROGAMOUS, A,10,15,51
ACROGAMY, A,8,16,56
ACROGEN, A,7,10,29
ACROGENOUS, A,10,13,45
ACROGENOUSLY, A,12,18,62
ACROGRAPHY, A,10,21,71
ACROGYNAE, A,9,15,53
ACROGYNOUS, A,10,16,56
ACROLEIN, A,8,10,36
ACROLITH, A,8,13,47
ACROLITHAN, A,10,15,53
ACROLOGISM, A,10,15,51
ACROLOGUE, A,9,12,42
ACROLOGY, A,8,14,50
ACROMANIA, A,9,13,45
ACROMASTITIS, A,12,16,54
ACROMEGALIA, A,11,16,54
ACROMEGALY, A,10,18,62
ACROMELALGIA, A,12,17,57
ACROMETER, A,9,13,45
ACROMIAL, A,8,12,42
ACROMIODELTOID, A,14,20,66
ACROMIOHYOID, A,12,23,77
ACROMION, A,8,12,42
ACROMIOSTERNAL, A,14,18,60
ACROMPHALUS, A,11,20,68
ACROMYODI, A,9,17,59
ACROMYODIAN, A,11,19,65
ACROMYODOUS, A,11,19,65
ACROMYOTONIA, A,12,19,65
ACROMYOTONUS, A,12,19,65
ACRONEUROSIS, A,12,14,48
ACRONYM, A,7,14,40
ACRONYMOUS, A,10,17,59
ACROPARALYSIS, A,13,20,68
ACROPATHOLOGY, A,13,24,80
ACROPATHY, A,9,19,65
ACROPETAL, A,9,13,45
ACROPETALLY, A,11,18,62
ACROPHOBIA, A,10,19,65
ACROPHONY, A,9,19,65
ACROPODIUM, A,10,17,57
ACROPOLEIS, A,10,14,48
ACROPOLIS, A,9,13,45
ACROPOLITAN, A,11,15,51
ACROPORA, A,8,12,42
ACRORHAGUS, A,10,16,56
ACRORRHEUMA, A,11,18,62
ACROSE, A,6,8,22
ACROSOME, A,8,12,42
ACROSPIRE, A,9,13,45
ACROSPORE, A,9,13,45
ACROSPOROUS, A,11,15,51
ACROSS, A,6,8,22
ACROSTOLION, A,11,13,45
ACROSTOLIUM, A,11,15,51
ACROTARSIAL, A,11,13,45
ACROTARSIUM, A,11,15,51
ACROTERIAL, A,10,12,42
ACROTERIUM, A,10,14,48
ACROTISM, A,8,12,42
ACROTOMOUS, A,10,14,48
ACROTRETA, A,9,11,39
ACROTRETIDAE, A,12,15,51
ACRYDIUM, A,8,16,56
ACRYL, A,5,10,20
ACRYLATE, A,8,13,47
ACRYLONITRILE, A,13,18,62
ACTABILITY, A,10,17,59
ACTABLE, A,7,11,31
ACTAEA, A,6,8,22
ACTAEON, A,7,9,27
ACTAEONIDAE, A,11,14,48
ACTIAD, A,6,9,24
ACTIAN, A,6,8,22
ACTIFIER, A,8,13,47
ACTIFY, A,6,14,36
ACTINAL, A,7,9,27
ACTINALLY, A,9,14,50
ACTINE, A,6,8,22
ACTING, A,6,9,24
ACTINIA, A,7,9,27
ACTINIAN, A,8,10,36
ACTINIARIA, A,10,12,42
ACTINIARIAN, A,11,13,45
ACTINIDIA, A,9,12,42
ACTINIFEROUS, A,12,17,59
ACTINIFORM, A,10,17,59
ACTININE, A,8,10,36
ACTINIOHEMATIN, A,14,21,71
ACTINIOMORPHA, A,13,22,74
ACTINISM, A,8,12,42
ACTINISTIA, A,10,12,42
ACTINIUM, A,8,12,42
ACTINOBLAST, A,11,15,51
ACTINODROME, A,11,16,54
ACTINODROMOUS, A,13,18,60
ACTINOGRAM, A,10,15,51
ACTINOGRAPH, A,11,19,65
ACTINOGRAPHY, A,12,23,77
ACTINOID, A,8,11,39
ACTINOIDA, A,9,12,42
ACTINOIDEA, A,10,13,45
ACTINOLITE, A,10,12,42
ACTINOLOGOUS, A,12,15,51
ACTINOLOGUE, A,11,14,48
ACTINOLOGY, A,10,16,56
ACTINOMERE, A,10,14,48
ACTINOMETER, A,11,15,51
ACTINOMETRY, A,11,18,62
ACTINOMORPHOUS, A,14,23,77
ACTINOMORPHY, A,12,24,80
ACTINON, A,7,9,27
ACTINONEMA, A,10,14,48
ACTINONEURITIS, A,14,16,54
ACTINOPHONE, A,11,18,62
ACTINOPHORE, A,11,18,62
ACTINOPHOROUS, A,13,20,68
ACTINOPHRYAN, A,12,22,74
ACTINOPHRYS, A,11,21,71
ACTINOPODA, A,10,15,51
ACTINOPTERAN, A,12,16,54
ACTINOPTERI, A,11,15,51
ACTINOPTEROUS, A,13,17,57
ACTINOPTERYGII, A,14,22,74
ACTINOSOMA, A,10,14,48
ACTINOSOME, A,10,14,48
ACTINOST, A,8,10,36
ACTINOSTOMAL, A,12,16,54
ACTINOSTOME, A,11,15,51
ACTINOTHERAPY, A,13,23,77
ACTINOURANIUM, A,13,17,57
ACTINULA, A,8,10,36
ACTION, A,6,8,22
ACTIONABLE, A,10,14,48
ACTIONABLY, A,10,17,59
ACTIONAL, A,8,10,36
ACTIONARY, A,9,14,50
ACTIONER, A,8,10,36
ACTIONLESS, A,10,12,42
ACTIPYLEA, A,9,16,56
ACTIUM, A,6,10,26
ACTIVABLE, A,9,16,56
ACTIVATE, A,8,13,47
ACTIVATION, A,10,15,53
ACTIVATOR, A,9,14,50
ACTIVE, A,6,11,30
ACTIVELY, A,8,16,56
ACTIVENESS, A,10,15,53
ACTIVIN, A,7,12,36
ACTIVISM, A,8,15,53
ACTIVIST, A,8,13,47
ACTIVITAL, A,9,14,50
ACTIVITY, A,8,16,56
ACTLESS, A,7,9,27
ACTOMYOSIN, A,10,17,59
ACTORSHIP, A,9,16,56
ACTRESS, A,7,9,27
ACTUAL, A,6,8,22
ACTUALISM, A,9,13,45
ACTUALIST, A,9,11,39
ACTUALITY, A,9,14,50
ACTUALLY, A,8,13,47
ACTUALNESS, A,10,12,42
ACTUARIAL, A,9,11,39
ACTUARIALLY, A,11,16,56
ACTUARIAN, A,9,11,39
ACTUARY, A,7,12,36
ACTUARYSHIP, A,11,21,71
ACTUATION, A,9,11,39
ACTUATOR, A,8,10,36
ACTURE, A,6,8,22
ACTUTATE, A,8,10,36
ACUAESTHESIA, A,12,17,59
ACUATE, A,6,8,22
ACUATION, A,8,10,36
ACUBENS, A,7,11,31
ACUESTHESIA, A,11,16,56
ACUITY, A,6,11,30
ACULEA, A,6,8,22
ACULEATA, A,8,10,36
ACULEATE, A,8,10,36
ACULEATED, A,9,12,42
ACULEIFORM, A,10,17,59
ACULEOLATE, A,10,12,42
ACULEOLUS, A,9,11,39
ACULEUS, A,7,9,27
ACUMEN, A,6,10,26
ACUMINATE, A,9,13,45
ACUMINATION, A,11,15,51
ACUMINOSE, A,9,13,45
ACUMINOUS, A,9,13,45
ACUMINULATE, A,11,15,51
ACUPRESS, A,8,12,42
ACUPRESSURE, A,11,15,51
ACURATIVE, A,9,14,50
ACUSHLA, A,7,12,36
ACUTANGULAR, A,11,14,48
ACUTATE, A,7,9,27
ACUTELY, A,7,12,36
ACUTENESS, A,9,11,39
ACUTIATOR, A,9,11,39
ACUTIFOLIATE, A,12,17,59
ACUTILINGUAE, A,12,15,51
ACUTILINGUAL, A,12,15,51
ACUTILOBATE, A,11,15,51
ACUTIPLANTAR, A,12,16,54
ACUTISH, A,7,12,36
ACUTOGRAVE, A,10,16,56
ACUTONODOSE, A,11,14,48
ACUTORSION, A,10,12,42
ACYANOBLEPSIA, A,13,22,74
ACYANOPSIA, A,10,17,59
ACYESIS, A,7,12,36
ACYLAMIDO, A,9,17,59
ACYLAMINO, A,9,16,56
ACYLATE, A,7,12,36
ACYLATION, A,9,14,50
ACYLOGEN, A,8,14,50
ACYLOIN, A,7,12,36
ACYSTIA, A,7,12,36
ADACTYL, A,7,13,38
ADACTYLIA, A,9,15,53
ADACTYLISM, A,10,18,62
ADACTYLOUS, A,10,16,56
ADAGIAL, A,7,9,24
ADAGIETTO, A,9,11,37
ADAGIO, A,6,8,20
ADAMANT, A,7,10,29
ADAMANTEAN, A,10,13,45
ADAMANTINE, A,10,13,45
ADAMANTOBLAST, A,13,18,60
ADAMANTOID, A,10,14,48
ADAMAS, A,6,9,24
ADAMASTOR, A,9,12,42
ADAMBULACRAL, A,12,19,63
ADAMELLITE, A,10,13,45
ADAMHOOD, A,8,15,53
ADAMIC, A,6,11,28
ADAMICAL, A,8,13,45
ADAMICALLY, A,10,18,62
ADAMINE, A,7,10,29
ADAMITE, A,7,10,29
ADAMITIC, A,8,13,45
ADAMITICAL, A,10,15,51
ADAMSIA, A,7,10,29
ADAMSITE, A,8,11,39
ADANCE, A,6,9,24
ADANGLE, A,7,9,24
ADANSONIA, A,9,10,34
ADAPID, A,6,10,26
ADAPIS, A,6,9,24
ADAPTABILITY, A,12,20,68
ADAPTABLE, A,9,14,48
ADAPTATION, A,10,13,45
ADAPTATIONAL, A,12,15,51
ADAPTATIONALLY, A,14,20,68
ADAPTATIVE, A,10,16,56
ADAPTEDNESS, A,11,15,51
ADAPTER, A,7,10,29
ADAPTION, A,8,11,39
ADAPTIONAL, A,10,13,45
ADAPTIONISM, A,11,16,54
ADAPTITUDE, A,10,14,48
ADAPTIVE, A,8,14,50
ADAPTIVELY, A,10,19,65
ADAPTIVENESS, A,12,18,62
ADAPTOMETER, A,11,16,54
ADAPTOR, A,7,10,29
ADAPTORIAL, A,10,13,45
ADARME, A,6,9,24
ADATOM, A,6,9,24
ADAWLUT, A,7,11,34
ADCRAFT, A,7,13,38
ADDABILITY, A,10,17,59
ADDABLE, A,7,11,31
ADDEBTED, A,8,13,45
ADDEDLY, A,7,13,38
ADDEND, A,6,9,22
ADDENDA, A,7,10,26
ADDENDUM, A,8,13,45
ADDERBOLT, A,9,13,45
ADDERFISH, A,9,17,59
ADDERSPIT, A,9,13,45
ADDERWORT, A,9,14,50
ADDIBILITY, A,10,17,59
ADDIBLE, A,7,11,31
ADDICENT, A,8,12,42
ADDICT, A,6,10,26
ADDICTED, A,8,13,45
ADDICTEDNESS, A,12,17,57
ADDICTION, A,9,13,45
ADDIMENT, A,8,12,42
ADDISONIAN, A,10,12,40
ADDISONIANA, A,11,13,43
ADDITAMENT, A,10,14,48
ADDITAMENTARY, A,13,20,68
ADDITION, A,8,10,34
ADDITIONAL, A,10,12,40
ADDITIONALLY, A,12,17,59
ADDITIONARY, A,11,16,56
ADDITIONIST, A,11,13,43
ADDITITIOUS, A,11,13,43
ADDITIVE, A,8,13,47
ADDITIVELY, A,10,18,62
ADDITIVITY, A,10,18,62
ADDITORY, A,8,13,47
ADDLEBRAIN, A,10,14,48
ADDLEBRAINED, A,12,17,57
ADDLEHEAD, A,9,15,53
ADDLEMENT, A,9,13,45
ADDLENESS, A,9,11,37
ADDLEPATE, A,9,13,45
ADDLEPATED, A,10,15,51
ADDLEPATEDNESS, A,14,19,63
ADDLEPLOT, A,9,13,45
ADDLINGS, A,8,11,37
ADDLINS, A,7,9,24
ADDORSED, A,8,11,37
ADDRESS, A,7,9,24
ADDRESSEE, A,9,11,37
ADDRESSER, A,9,11,37
ADDRESSFUL, A,10,15,53
ADDRESSOGRAPH, A,13,21,71
ADDRESSOR, A,9,11,37
ADDREST, A,7,9,24
ADDUCE, A,6,10,26
ADDUCENT, A,8,12,42
ADDUCER, A,7,11,31
ADDUCIBLE, A,9,15,51
ADDUCT, A,6,10,26
ADDUCTION, A,9,13,45
ADDUCTIVE, A,9,16,56
ADDUCTOR, A,8,12,42
ADELAIDE, A,8,10,34
ADELARTHRA, A,10,14,50
ADELBERT, A,8,11,39
ADELEIDAE, A,9,11,37
ADELGES, A,7,9,24
ADELINA, A,7,8,22
ADELINE, A,7,8,22
ADELING, A,7,9,24
ADELITE, A,7,8,22
ADELOCEROUS, A,11,14,48
ADELOCHORDA, A,11,18,62
ADELOMORPHIC, A,12,22,74
ADELOMORPHOUS, A,13,21,71
ADELOPOD, A,8,12,42
ADELOPS, A,7,10,29
ADELPHI, A,7,13,38
ADELPHIAN, A,9,15,53
ADELPHOGAMY, A,11,23,77
ADELPHOI, A,8,14,50
ADELPHOLITE, A,11,17,59
ADEMONIST, A,9,12,42
ADEMPTED, A,8,14,48
ADEMPTION, A,9,14,48
ADENALGIA, A,9,11,37
ADENALGY, A,8,13,47
ADENANTHERA, A,11,15,53
ADENASE, A,7,8,22
ADENASTHENIA, A,12,16,56
ADENDRIC, A,8,12,42
ADENDRITIC, A,10,14,48
ADENECTOMY, A,10,18,62
ADENECTOPIA, A,11,16,54
ADENIFORM, A,9,15,53
ADENINE, A,7,8,22
ADENITIS, A,8,9,31
ADENOACANTHOMA, A,14,22,74
ADENOBLAST, A,10,13,45
ADENOCELE, A,9,12,42
ADENOCHONDROMA, A,14,23,77
ADENOCHROME, A,11,19,65
ADENOCYST, A,9,15,53
ADENOCYSTOMA, A,12,20,68
ADENODERMIA, A,11,15,51
ADENODIASTASIS, A,14,16,52
ADENODYNIA, A,10,15,53
ADENOFIBROMA, A,12,20,68
ADENOFIBROSIS, A,13,19,65
ADENOGENESIS, A,12,14,46
ADENOGENOUS, A,11,13,43
ADENOGRAPHER, A,12,19,65
ADENOGRAPHIC, A,12,21,71
ADENOGRAPHICAL, A,14,23,77
ADENOGRAPHY, A,11,21,71
ADENOID, A,7,9,24
ADENOIDAL, A,9,11,37
ADENOIDISM, A,10,14,48
ADENOLIPOMA, A,11,16,54
ADENOLOGADITIS, A,14,17,55
ADENOLOGICAL, A,12,16,54
ADENOLOGY, A,9,14,50
ADENOMA, A,7,10,29
ADENOMALACIA, A,12,17,57
ADENOMATOUS, A,11,14,48
ADENOMENINGEAL, A,14,18,60
ADENOMETRITIS, A,13,16,54
ADENOMYCOSIS, A,12,20,68
ADENONCUS, A,9,12,42
ADENONEURAL, A,11,12,40
ADENONEURE, A,10,11,37
ADENOPATHY, A,10,19,65
ADENOPHLEGMON, A,13,22,74
ADENOPHORA, A,10,16,56
ADENOPHORE, A,10,16,56
ADENOPHOROUS, A,12,18,62
ADENOPHYLLOUS, A,13,22,74
ADENOPHYMA, A,10,21,71
ADENOPODOUS, A,11,15,51
ADENOSARCOMA, A,12,17,57
ADENOSCLEROSIS, A,14,17,57
ADENOSE, A,7,8,22
ADENOSINE, A,9,10,34
ADENOSIS, A,8,9,31
ADENOSTEMONOUS, A,14,17,57
ADENOSTOMA, A,10,13,45
ADENOTOME, A,9,12,42
ADENOTOMIC, A,10,15,51
ADENOTOMY, A,9,15,53
ADENOTYPHOID, A,12,22,74
ADENOTYPHUS, A,11,20,68
ADENYL, A,6,10,28
ADENYLIC, A,8,14,50
ADEODATUS, A,9,11,37
ADEPHAGA, A,8,15,53
ADEPHAGAN, A,9,16,56
ADEPHAGIA, A,9,16,56
ADEPHAGOUS, A,10,17,59
ADEPTNESS, A,9,12,42
ADERMIA, A,7,10,29
ADERMIN, A,7,10,29
ADESSENARIAN, A,12,13,43
ADEVISM, A,7,13,38
ADFECTED, A,8,15,53
ADGLUTINATE, A,11,13,43
ADHAFERA, A,8,15,53
ADHAMANT, A,8,14,50
ADHARA, A,6,10,28
ADHARMA, A,7,13,38
ADHERE, A,6,10,28
ADHERENCE, A,9,15,53
ADHERENCY, A,9,18,62
ADHERENT, A,8,12,44
ADHERENTLY, A,10,17,59
ADHERER, A,7,11,34
ADHERESCENT, A,11,17,59
ADHESION, A,8,12,44
ADHESIONAL, A,10,14,50
ADHESIVE, A,8,15,53
ADHESIVELY, A,10,20,68
ADHESIVEMETER, A,13,22,74
ADHESIVENESS, A,12,19,65
ADHIBIT, A,7,13,38
ADHIBITION, A,10,16,56
ADIABATIC, A,9,14,48
ADIABATICALLY, A,13,21,71
ADIABOLIST, A,10,13,45
ADIAGNOSTIC, A,11,15,51
ADIANTIFORM, A,11,17,59
ADIANTUM, A,8,11,39
ADIAPHON, A,8,14,50
ADIAPHONON, A,10,16,56
ADIAPHORAL, A,10,16,56
ADIAPHORESIS, A,12,18,62
ADIAPHORETIC, A,12,20,68
ADIAPHORISM, A,11,19,65
ADIAPHORIST, A,11,17,59
ADIAPHORISTIC, A,13,21,71
ADIAPHORITE, A,11,17,59
ADIAPHORON, A,10,16,56
ADIAPHOROUS, A,11,17,59
ADIATHERMAL, A,11,17,59
ADIATHERMANCY, A,13,24,80
ADIATHERMANOUS, A,14,20,68
ADIATHERMIC, A,11,19,65
ADIATHETIC, A,10,16,56
ADIATION, A,8,9,31
ADICEA, A,6,9,24
ADICITY, A,7,13,38
ADIGEI, A,6,8,20
ADIGHE, A,6,11,30
ADIGRANTH, A,9,14,50
ADINIDA, A,7,9,24
ADINIDAN, A,8,10,34
ADINOLE, A,7,8,22
ADIPATE, A,7,10,29
ADIPESCENT, A,10,15,51
ADIPIC, A,6,11,28
ADIPINIC, A,8,13,45
ADIPOCELE, A,9,14,48
ADIPOCELLULOSE, A,14,19,63
ADIPOCERE, A,9,14,48
ADIPOCERIFORM, A,13,23,77
ADIPOCEROUS, A,11,16,54
ADIPOCYTE, A,9,17,59
ADIPOFIBROMA, A,12,22,74
ADIPOGENIC, A,10,16,54
ADIPOGENOUS, A,11,15,51
ADIPOID, A,7,11,31
ADIPOLYSIS, A,10,16,56
ADIPOLYTIC, A,10,18,62
ADIPOMA, A,7,12,33
ADIPOMATOUS, A,11,16,54
ADIPOMETER, A,10,15,51
ADIPOSE, A,7,10,29
ADIPOSENESS, A,11,14,48
ADIPOSIS, A,8,11,39
ADIPOSITY, A,9,15,53
ADIPOSOGENITAL, A,14,18,60
ADIPOSURIA, A,10,13,45
ADIPOUS, A,7,10,29
ADIPSIA, A,7,10,29
ADIPSIC, A,7,12,33
ADIPSOUS, A,8,11,39
ADIPSY, A,6,12,32
ADIPYL, A,6,12,32
ADLUMIA, A,7,10,29
ADLUMIDINE, A,10,14,48
ADLUMINE, A,8,11,39
ADMARGINATE, A,11,15,51
ADMEASURE, A,9,12,42
ADMEASURER, A,10,13,45
ADMEDIAL, A,8,12,42
ADMEDIAN, A,8,12,42
ADMENSURATION, A,13,16,54
ADMINICLE, A,9,14,48
ADMINICULA, A,10,15,51
ADMINICULAR, A,11,16,54
ADMINICULARY, A,12,20,68
ADMINICULATE, A,12,17,57
ADMINICULATION, A,14,19,63
ADMINISTER, A,10,13,45
ADMINISTERD, A,11,15,51
ADMINISTERIAL, A,13,16,54
ADMINISTRABLE, A,13,18,60
ADMINISTRANT, A,12,15,51
ADMINISTRATE, A,12,15,51
ADMINISTRATION, A,14,17,57
ADMINISTRATIVE, A,14,20,68
ADMINISTRATOR, A,13,16,54
ADMIRABILITY, A,12,20,68
ADMIRABLE, A,9,14,48
ADMIRABLENESS, A,13,18,60
ADMIRABLY, A,9,17,59
ADMIRAL, A,7,10,29
ADMIRALSHIP, A,11,19,65
ADMIRALTY, A,9,15,53
ADMIRATION, A,10,13,45
ADMIRATIVE, A,10,16,56
ADMIRATOR, A,9,12,42
ADMIRE, A,6,9,24
ADMIRED, A,7,11,31
ADMIREDLY, A,9,16,56
ADMIRER, A,7,10,29
ADMIRING, A,8,12,42
ADMIRINGLY, A,10,17,59
ADMISSIBILITY, A,13,21,71
ADMISSIBLE, A,10,15,51
ADMISSIBLY, A,10,18,62
ADMISSION, A,9,12,42
ADMISSIVE, A,9,15,53
ADMISSORY, A,9,15,53
ADMITTABLE, A,10,15,51
ADMITTANCE, A,10,15,51
ADMITTED, A,8,12,42
ADMITTEDLY, A,10,17,59
ADMITTEE, A,8,11,39
ADMITTER, A,8,11,39
ADMITTIBLE, A,10,15,51
ADMONISH, A,8,14,50
ADMONISHER, A,10,16,56
ADMONISHINGLY, A,13,23,77
ADMONITION, A,10,13,45
ADMONITIONER, A,12,15,51
ADMONITIONIST, A,13,16,54
ADMONITIVE, A,10,16,56
ADMONITIVELY, A,12,21,71
ADMONITOR, A,9,12,42
ADMONITORIAL, A,12,15,51
ADMONITORILY, A,12,18,62
ADMONITORY, A,10,16,56
ADNASCENT, A,9,12,42
ADNATION, A,8,9,31
ADNEPHRINE, A,10,16,56
ADNERVAL, A,8,12,44
ADNEURAL, A,8,9,31
ADNOMINAL, A,9,12,42
ADNOMINALLY, A,11,17,59
ADNOMINATION, A,12,15,51
ADOLESCE, A,8,11,39
ADOLESCENT, A,10,13,45
ADOLESCENTLY, A,12,18,62
ADOLPH, A,6,12,32
ADOLPHUS, A,8,14,50
ADONEAN, A,7,8,22
ADONIAD, A,7,9,24
ADONIAN, A,7,8,22
ADONIC, A,6,9,24
ADONIDIN, A,8,10,34
ADONIRAM, A,8,11,39
ADONITE, A,7,8,22
ADONITOL, A,8,9,31
ADOPERATE, A,9,12,42
ADOPERATION, A,11,14,48
ADOPTABILITY, A,12,20,68
ADOPTABLE, A,9,14,48
ADOPTANT, A,8,11,39
ADOPTATIVE, A,10,16,56
ADOPTED, A,7,11,31
ADOPTEDLY, A,9,16,56
ADOPTEE, A,7,10,29
ADOPTER, A,7,10,29
ADOPTIAN, A,8,11,39
ADOPTIANISM, A,11,16,54
ADOPTIANIST, A,11,14,48
ADOPTION, A,8,11,39
ADOPTIONAL, A,10,13,45
ADOPTIONISM, A,11,16,54
ADOPTIONIST, A,11,14,48
ADOPTIOUS, A,9,12,42
ADOPTIVE, A,8,14,50
ADOPTIVELY, A,10,19,65
ADORABILITY, A,11,17,59
ADORABLE, A,8,11,39
ADORABLENESS, A,12,15,51
ADORABLY, A,8,14,50
ADORALLY, A,8,12,44
ADORANT, A,7,8,22
ADORANTES, A,9,10,34
ADORATION, A,9,10,34
ADORATORY, A,9,13,47
ADORETUS, A,8,9,31
ADORINGLY, A,9,14,50
ADORNER, A,7,8,22
ADORNINGLY, A,10,15,53
ADORNMENT, A,9,12,42
ADOSCULATION, A,12,15,51
ADOSSED, A,7,9,24
ADOULIE, A,7,8,22
ADPRESS, A,7,10,29
ADPROMISSION, A,12,17,57
ADRADIAL, A,8,10,34
ADRADIALLY, A,10,15,53
ADRADIUS, A,8,10,34
ADRAMELECH, A,10,18,62
ADREAD, A,6,8,20
ADREAM, A,6,9,24
ADREAMED, A,8,12,42
ADREAMT, A,7,10,29
ADRECTAL, A,8,11,39
ADRENAL, A,7,8,22
ADRENALECTOMY, A,13,21,71
ADRENALIN, A,9,10,34
ADRENALINE, A,10,11,37
ADRENALONE, A,10,11,37
ADRENERGIC, A,10,14,48
ADRENIN, A,7,8,22
ADRENINE, A,8,9,31
ADRENOCHROME, A,12,20,68
ADRENOLYSIS, A,11,15,53
ADRENOLYTIC, A,11,17,59
ADRENOTROPIC, A,12,17,57
ADRIANA, A,7,8,22
ADRIATIC, A,8,11,39
ADRIENNE, A,8,9,31
ADRIFT, A,6,10,28
ADROITLY, A,8,12,44
ADROITNESS, A,10,11,37
ADROOP, A,6,9,24
ADROSTRAL, A,9,10,34
ADROWSE, A,7,11,34
ADSBUD, A,6,10,26
ADSCENDENT, A,10,14,48
ADSCITITIOUS, A,12,15,51
ADSCITITIOUSLY, A,14,20,68
ADSCRIPT, A,8,13,45
ADSCRIPTED, A,10,16,54
