Word,Starting Letter,WordLength,Scrabble Value,Max Possible Bouns
DAVACH, D,6,15,38
DAVALLIA, D,8,12,44
DAVENPORT, D,9,15,53
DAVERDY, D,7,15,42
DAVID, D,5,10,20
DAVIDIAN, D,8,13,47
DAVIDIC, D,7,14,40
DAVIDICAL, D,9,16,56
DAVIDIST, D,8,13,47
DAVIDSONITE, D,11,16,56
DAVIESIA, D,8,12,44
DAVIESITE, D,9,13,47
DAVOCH, D,6,15,38
DAVY, D,4,11,22
DAVYNE, D,6,13,34
DAWDLE, D,6,11,30
DAWDLER, D,7,12,36
DAWDLING, D,8,14,50
DAWDLINGLY, D,10,19,65
DAWDY, D,5,13,26
DAWISH, D,6,13,34
DAWNING, D,7,12,36
DAWNLIGHT, D,9,17,59
DAWNY, D,5,12,24
DAWSONIA, D,8,12,44
DAWSONIACEAE, D,12,18,62
DAWSONIACEOUS, D,13,19,65
DAWSONITE, D,9,13,47
DAWTET, D,6,10,28
DAWTIT, D,6,10,28
DAYABHAGA, D,9,19,65
DAYBEAM, D,7,15,42
DAYBLUSH, D,8,17,59
DAYDAWN, D,7,15,42
DAYDREAM, D,8,15,53
DAYDREAMER, D,10,17,59
DAYDRUDGE, D,9,16,56
DAYFLOWER, D,9,19,65
DAYGOING, D,8,14,50
DAYLESS, D,7,11,34
DAYLIGHT, D,8,16,56
DAYLIT, D,6,10,28
DAYLONG, D,7,12,36
DAYMAN, D,6,12,32
DAYMARE, D,7,13,38
DAYROOM, D,7,13,38
DAYSHINE, D,8,15,53
DAYSMAN, D,7,13,38
DAYSPRING, D,9,16,56
DAYSTAR, D,7,11,34
DAYTALE, D,7,11,34
DAYTIDE, D,7,12,36
DAYTIME, D,7,13,38
DAYTIMES, D,8,14,50
DAYWARD, D,7,15,42
DAYWRIT, D,7,14,40
DEACETYLATE, D,11,17,59
DEACETYLATION, D,13,19,65
DEACIDIFY, D,9,19,65
DEACON, D,6,9,24
DEACONAL, D,8,11,39
DEACONATE, D,9,12,42
DEACONESS, D,9,12,42
DEACONHOOD, D,10,17,59
DEACONRY, D,8,14,50
DEACONSHIP, D,10,18,62
DEACTIVATE, D,10,16,56
DEACTIVATION, D,12,18,62
DEADBEAT, D,8,12,42
DEADBORN, D,8,12,42
DEADCENTER, D,10,14,48
DEADEN, D,6,8,20
DEADENER, D,8,10,34
DEADENING, D,9,12,40
DEADER, D,6,8,20
DEADEYE, D,7,12,36
DEADFALL, D,8,13,47
DEADHEAD, D,8,14,50
DEADHEADISM, D,11,19,65
DEADHEARTED, D,11,17,59
DEADHEARTEDLY, D,13,22,74
DEADHOUSE, D,9,14,50
DEADING, D,7,10,26
DEADISH, D,7,12,36
DEADISHLY, D,9,17,59
DEADISHNESS, D,11,16,56
DEADLATCH, D,9,16,56
DEADLIGHT, D,9,15,53
DEADLILY, D,8,13,47
DEADLINE, D,8,10,34
DEADLINESS, D,10,12,40
DEADLY, D,6,11,30
DEADMAN, D,7,11,31
DEADMELT, D,8,12,42
DEADNESS, D,8,10,34
DEADPAN, D,7,11,31
DEADPAY, D,7,14,40
DEADTONGUE, D,10,13,43
DEADWOOD, D,8,14,50
DEADWORT, D,8,13,47
DEAERATE, D,8,9,31
DEAERATION, D,10,11,37
DEAERATOR, D,9,10,34
DEAFEN, D,6,10,28
DEAFENING, D,9,14,50
DEAFENINGLY, D,11,19,65
DEAFISH, D,7,14,40
DEAFLY, D,6,13,34
DEAFNESS, D,8,12,44
DEALABLE, D,8,11,39
DEALATE, D,7,8,22
DEALATED, D,8,10,34
DEALATION, D,9,10,34
DEALBATE, D,8,11,39
DEALBATION, D,10,13,45
DEALCOHOLIST, D,12,18,62
DEALERDOM, D,9,13,45
DEALERSHIP, D,10,16,56
DEALFISH, D,8,15,53
DEALING, D,7,9,24
DEAMBULATION, D,12,17,57
DEAMBULATORY, D,12,20,68
DEAMIDASE, D,9,13,45
DEAMIDATE, D,9,13,45
DEAMIDATION, D,11,15,51
DEAMINASE, D,9,12,42
DEAMINATE, D,9,12,42
DEAMINATION, D,11,14,48
DEANERY, D,7,11,34
DEANESS, D,7,8,22
DEANSHIP, D,8,14,50
DEARBORN, D,8,11,39
DEARLY, D,6,10,28
DEARNESS, D,8,9,31
DEARSENICATE, D,12,15,51
DEARSENICATOR, D,13,16,54
DEARTH, D,6,10,28
DEARTHFU, D,8,15,53
DEARTICULATION, D,14,17,57
DEARWORTH, D,9,16,56
DEARWORTHILY, D,12,22,74
DEARWORTHINESS, D,14,21,71
DEASPIRATE, D,10,13,45
DEASPIRATION, D,12,15,51
DEASSIMILATION, D,14,17,57
DEATHBED, D,8,15,53
DEATHBLOW, D,9,18,62
DEATHDAY, D,8,16,56
DEATHFUL, D,8,15,53
DEATHFULLY, D,10,20,68
DEATHFULNESS, D,12,19,65
DEATHIFY, D,8,18,62
DEATHIN, D,7,11,34
DEATHINESS, D,10,14,50
DEATHLESS, D,9,13,47
DEATHLESSLY, D,11,18,62
DEATHLINESS, D,11,15,53
DEATHLING, D,9,14,50
DEATHLY, D,7,14,40
DEATHROOT, D,9,13,47
DEATHSMAN, D,9,15,53
DEATHTRAP, D,9,15,53
DEATHWARD, D,9,17,59
DEATHWARDS, D,10,18,62
DEATHWEED, D,9,17,59
DEATHWORM, D,9,18,62
DEATHY, D,6,13,34
DEAVELY, D,7,14,40
DEBACLE, D,7,12,33
DEBADGE, D,7,12,33
DEBARMENT, D,9,14,48
DEBARRANCE, D,10,15,51
DEBARRASS, D,9,12,42
DEBARRATION, D,11,14,48
DEBASE, D,6,9,24
DEBASEDNESS, D,11,15,51
DEBASEMENT, D,10,15,51
DEBASER, D,7,10,29
DEBASINGLY, D,10,17,59
DEBATE, D,6,9,24
DEBATEFUL, D,9,15,53
DEBATEFULLY, D,11,20,68
DEBATEMENT, D,10,15,51
DEBATER, D,7,10,29
DEBATING, D,8,12,42
DEBATINGLY, D,10,17,59
DEBAUCH, D,7,15,42
DEBAUCHED, D,9,18,62
DEBAUCHEDLY, D,11,23,77
DEBAUCHEDNESS, D,13,22,74
DEBAUCHEE, D,9,17,59
DEBAUCHER, D,9,17,59
DEBAUCHERY, D,10,21,71
DEBAUCHMENT, D,11,21,71
DEBEIGE, D,7,11,31
DEBELLATE, D,9,12,42
DEBELLATION, D,11,14,48
DEBELLATOR, D,10,13,45
DEBENTURE, D,9,12,42
DEBENTURED, D,10,14,48
DEBILE, D,6,9,24
DEBILISSIMA, D,11,16,54
DEBILITANT, D,10,13,45
DEBILITATE, D,10,13,45
DEBILITATED, D,11,15,51
DEBILITATION, D,12,15,51
DEBILITATIVE, D,12,18,62
DEBILITY, D,8,14,50
DEBIND, D,6,10,26
DEBITEUSE, D,9,12,42
DEBLATERATE, D,11,14,48
DEBLATERATION, D,13,16,54
DEBOISTLY, D,9,15,53
DEBOISTNESS, D,11,14,48
DEBONAIR, D,8,11,39
DEBONAIRE, D,9,12,42
DEBONAIRITY, D,11,17,59
DEBONAIRLY, D,10,16,56
DEBONAIRNESS, D,12,15,51
DEBONNAIRE, D,10,13,45
DEBORAH, D,7,13,38
DEBORD, D,6,10,26
DEBORDMENT, D,10,16,54
DEBOSH, D,6,12,32
DEBOSHED, D,8,15,53
DEBOUCH, D,7,15,42
DEBOUCHMENT, D,11,21,71
DEBRIDE, D,7,11,31
DEBRIEF, D,7,13,38
DEBRIS, D,6,9,24
DEBROMINATE, D,11,16,54
DEBROMINATION, D,13,18,60
DEBRUISE, D,8,11,39
DEBTEE, D,6,9,24
DEBTFUL, D,7,13,38
DEBTLESS, D,8,11,39
DEBTOR, D,6,9,24
DEBTORSHIP, D,10,18,62
DEBULLITION, D,11,14,48
DEBUSSYAN, D,9,15,53
DEBUTANT, D,8,11,39
DEBUTANTE, D,9,12,42
DECADAL, D,7,11,31
DECADALLY, D,9,16,56
DECADARY, D,8,15,53
DECADATION, D,10,14,48
DECADE, D,6,10,26
DECADENT, D,8,12,42
DECADENTISM, D,11,17,57
DECADENTLY, D,10,17,59
DECADIANOME, D,11,17,57
DECADIST, D,8,12,42
DECAFID, D,7,14,40
DECAGON, D,7,11,31
DECAGONAL, D,9,13,45
DECAGRAM, D,8,14,48
DECAHEDRAL, D,10,17,59
DECAHEDRON, D,10,17,59
DECAHYDRATE, D,11,21,71
DECAHYDRATED, D,12,23,77
DECAISNEA, D,9,12,42
DECALIN, D,7,10,29
DECALITER, D,9,12,42
DECALITRE, D,9,12,42
DECALOBATE, D,10,15,51
DECALOGIST, D,10,14,48
DECALOGUE, D,9,13,45
DECALVANT, D,9,15,53
DECALVATION, D,11,17,59
DECAMERAL, D,9,14,48
DECAMERON, D,9,14,48
DECAMEROUS, D,10,15,51
DECAMETER, D,9,14,48
DECAMETRE, D,9,14,48
DECAMP, D,6,13,32
DECANAL, D,7,10,29
DECANALLY, D,9,15,53
DECANATE, D,8,11,39
DECANE, D,6,9,24
DECANGULAR, D,10,14,48
DECANI, D,6,9,24
DECANNULATION, D,13,16,54
DECANT, D,6,9,24
DECANTATE, D,9,12,42
DECANTATION, D,11,14,48
DECANTER, D,8,11,39
DECANTHEROUS, D,12,18,62
DECAP, D,5,10,20
DECAPETALOUS, D,12,17,57
DECAPHYLLOUS, D,12,23,77
DECAPITABLE, D,11,18,60
DECAPITATE, D,10,15,51
DECAPITATION, D,12,17,57
DECAPITATOR, D,11,16,54
DECAPOD, D,7,13,35
DECAPODA, D,8,14,48
DECAPODAL, D,9,15,51
DECAPODAN, D,9,15,51
DECAPODIFORM, D,12,23,77
DECAPODOUS, D,10,16,54
DECAPSULATE, D,11,16,54
DECAPSULATION, D,13,18,60
DECARBONATE, D,11,16,54
DECARBONATOR, D,12,17,57
DECARBURATION, D,13,18,60
DECARE, D,6,9,24
DECARHINUS, D,10,16,56
DECARNATE, D,9,12,42
DECARNATED, D,10,14,48
DECART, D,6,9,24
DECASEPALOUS, D,12,17,57
DECASPERMAL, D,11,18,60
DECASPERMOUS, D,12,19,63
DECAST, D,6,9,24
DECASTELLATE, D,12,15,51
DECASTERE, D,9,12,42
DECASTYLE, D,9,15,53
DECASYLLABLE, D,12,20,68
DECASYLLABON, D,12,20,68
DECATE, D,6,9,24
DECATHLON, D,9,15,53
DECATOR, D,7,10,29
DECATYL, D,7,13,38
DECAUDATE, D,9,13,45
DECAUDATION, D,11,15,51
DECAY, D,5,11,22
DECAYABLE, D,9,17,59
DECAYED, D,7,14,40
DECAYEDNESS, D,11,18,62
DECAYER, D,7,13,38
DECAYLESS, D,9,15,53
DECEASE, D,7,10,29
DECEASED, D,8,12,42
DECEDENT, D,8,12,42
DECEIT, D,6,9,24
DECEITFUL, D,9,15,53
DECEITFULLY, D,11,20,68
DECEITFULNESS, D,13,19,65
DECEIVABILITY, D,13,24,80
DECEIVABLE, D,10,18,62
DECEIVABLENESS, D,14,22,74
DECEIVABLY, D,10,21,71
DECEIVE, D,7,13,38
DECEIVER, D,8,14,50
DECEIVING, D,9,16,56
DECEIVINGLY, D,11,21,71
DECELERATE, D,10,13,45
DECELERATION, D,12,15,51
DECELERATOR, D,11,14,48
DECELEROMETER, D,13,18,60
DECEMBER, D,8,15,51
DECEMBERISH, D,11,21,71
DECEMBERLY, D,10,20,68
DECEMBRIST, D,10,17,57
DECEMDENTATE, D,12,18,60
DECEMFID, D,8,17,59
DECEMFLOROUS, D,12,20,68
DECEMFOLIATE, D,12,20,68
DECEMFOLIOLATE, D,14,22,74
DECEMPARTITE, D,12,19,63
DECEMPEDA, D,9,17,57
DECEMPEDAL, D,10,18,60
DECEMPEDATE, D,11,19,63
DECEMPENNATE, D,12,19,63
DECEMSTRIATE, D,12,17,57
DECEMUIRI, D,9,14,48
DECEMVIR, D,8,16,56
DECEMVIRAL, D,10,18,62
DECEMVIRATE, D,11,19,65
DECEMVIRSHIP, D,12,25,83
DECENARY, D,8,14,50
DECENE, D,6,9,24
DECENNAL, D,8,11,39
DECENNARY, D,9,15,53
DECENNIA, D,8,11,39
DECENNIAD, D,9,13,45
DECENNIAL, D,9,12,42
DECENNIALLY, D,11,17,59
DECENNIUM, D,9,14,48
DECENNOVAL, D,10,16,56
DECENT, D,6,9,24
DECENTER, D,8,11,39
DECENTLY, D,8,14,50
DECENTNESS, D,10,13,45
DECENTRALISM, D,12,17,57
DECENTRALIST, D,12,15,51
DECENTRATION, D,12,15,51
DECENTRE, D,8,11,39
DECENYL, D,7,13,38
DECEPTIBILITY, D,13,23,77
DECEPTIBLE, D,10,17,57
DECEPTION, D,9,14,48
DECEPTIOUS, D,10,15,51
DECEPTIOUSLY, D,12,20,68
DECEPTITIOUS, D,12,17,57
DECEPTIVE, D,9,17,59
DECEPTIVELY, D,11,22,74
DECEPTIVENESS, D,13,21,71
DECEPTIVITY, D,11,22,74
DECEREBRATE, D,11,16,54
DECEREBRATION, D,13,18,60
DECERN, D,6,9,24
DECERNITURE, D,11,14,48
DECERNMENT, D,10,15,51
DECESS, D,6,9,24
DECESSION, D,9,12,42
DECHENITE, D,9,15,53
DECHLOG, D,7,14,40
DECHLORE, D,8,14,50
DECHLORINATION, D,14,20,68
DECIAN, D,6,9,24
DECIARE, D,7,10,29
DECIATINE, D,9,12,42
DECIBEL, D,7,12,33
DECIDABLE, D,9,15,51
DECIDE, D,6,10,26
DECIDED, D,7,12,33
DECIDEDLY, D,9,17,59
DECIDEDNESS, D,11,16,54
DECIDER, D,7,11,31
DECIDINGLY, D,10,18,62
DECIDUA, D,7,11,31
DECIDUAL, D,8,12,42
DECIDUARY, D,9,16,56
DECIDUATA, D,9,13,45
DECIDUATE, D,9,13,45
DECIDUITIS, D,10,14,48
DECIDUOMA, D,9,15,51
DECIDUOUS, D,9,13,45
DECIDUOUSLY, D,11,18,62
DECIDUOUSNESS, D,13,17,57
DECIGRAM, D,8,14,48
DECILE, D,6,9,24
DECILITER, D,9,12,42
DECILLION, D,9,12,42
DECILLIONTH, D,11,17,59
DECIMA, D,6,11,28
DECIMAL, D,7,12,33
DECIMALIST, D,10,15,51
DECIMALLY, D,9,17,59
DECIMATE, D,8,13,45
DECIMATION, D,10,15,51
DECIMATOR, D,9,14,48
DECIMESTRIAL, D,12,17,57
DECIMETER, D,9,14,48
DECIMOLAR, D,9,14,48
DECIMOLE, D,8,13,45
DECIMUS, D,7,12,33
DECINORMAL, D,10,15,51
DECIPHER, D,8,16,56
DECIPHERABLE, D,12,22,74
DECIPHERABLY, D,12,25,83
DECIPHERER, D,10,18,62
DECIPHERMENT, D,12,22,74
DECIPIUM, D,8,15,51
DECIPOLAR, D,9,14,48
DECISION, D,8,11,39
DECISIONAL, D,10,13,45
DECISIVE, D,8,14,50
DECISIVELY, D,10,19,65
DECISIVENESS, D,12,18,62
DECISTERE, D,9,12,42
DECIUS, D,6,9,24
DECLAIM, D,7,12,33
DECLAIMANT, D,10,15,51
DECLAIMER, D,9,14,48
DECLAMATION, D,11,16,54
DECLAMATORY, D,11,19,65
DECLARABLE, D,10,15,51
DECLARANT, D,9,12,42
DECLARATION, D,11,14,48
DECLARATIVE, D,11,17,59
DECLARATIVELY, D,13,22,74
DECLARATOR, D,10,13,45
DECLARATORILY, D,13,19,65
DECLARATORY, D,11,17,59
DECLARE, D,7,10,29
DECLARED, D,8,12,42
DECLAREDLY, D,10,17,59
DECLAREDNESS, D,12,16,54
DECLARER, D,8,11,39
DECLASS, D,7,10,29
DECLASSIFY, D,10,19,65
DECLENSION, D,10,13,45
DECLENSIONAL, D,12,15,51
DECLENSIONALLY, D,14,20,68
DECLINABLE, D,10,15,51
DECLINAL, D,8,11,39
DECLINATE, D,9,12,42
DECLINATION, D,11,14,48
DECLINATIONAL, D,13,16,54
DECLINATORY, D,11,17,59
DECLINATURE, D,11,14,48
DECLINE, D,7,10,29
DECLINED, D,8,12,42
DECLINEDNESS, D,12,16,54
DECLINER, D,8,11,39
DECLINOGRAPH, D,12,21,71
DECLINOMETER, D,12,17,57
DECLIVATE, D,9,15,53
DECLIVE, D,7,13,38
DECLIVITOUS, D,11,17,59
DECLIVITY, D,9,18,62
DECLIVOUS, D,9,15,53
DECOAGULATE, D,11,15,51
DECOAGULATION, D,13,17,57
DECOAT, D,6,9,24
DECODE, D,6,10,26
DECODON, D,7,11,31
DECOHERE, D,8,14,50
DECOHERER, D,9,15,53
DECOHESION, D,10,16,56
DECOLLATE, D,9,12,42
DECOLLATED, D,10,14,48
DECOLLATION, D,11,14,48
DECOLLATOR, D,10,13,45
DECOLLETAGE, D,11,15,51
DECOLLETE, D,9,12,42
DECOLOR, D,7,10,29
DECOLORANT, D,10,13,45
DECOLORATE, D,10,13,45
DECOLORATION, D,12,15,51
DECOLORIMETER, D,13,18,60
DECOLOUR, D,8,11,39
DECOMPENSATE, D,12,19,63
DECOMPENSATION, D,14,21,69
DECOMPONIBLE, D,12,21,69
DECOMPOSABLE, D,12,21,69
DECOMPOSE, D,9,16,54
DECOMPOSED, D,10,18,60
DECOMPOSER, D,10,17,57
DECOMPOSITE, D,11,18,60
DECOMPOSITION, D,13,20,66
DECOMPOSURE, D,11,18,60
DECOMPOUND, D,10,18,60
DECOMPOUNDABLE, D,14,24,78
DECOMPOUNDLY, D,12,23,77
DECOMPRESS, D,10,17,57
DECOMPRESSING, D,13,21,69
DECOMPRESSION, D,13,20,66
DECOMPRESSIVE, D,13,23,77
DECONGESTIVE, D,12,19,65
DECONSIDER, D,10,14,48
DECONTAMINATE, D,13,18,60
DECONTROL, D,9,12,42
DECORABILITY, D,12,20,68
DECORABLE, D,9,14,48
DECORABLY, D,9,17,59
DECORAMENT, D,10,15,51
DECORATE, D,8,11,39
DECORATED, D,9,13,45
DECORATION, D,10,13,45
DECORATIONIST, D,13,16,54
DECORATIVE, D,10,16,56
DECORATIVELY, D,12,21,71
DECORATIVENESS, D,14,20,68
DECORATOR, D,9,12,42
DECORATORY, D,10,16,56
DECORIST, D,8,11,39
DECOROUS, D,8,11,39
DECOROUSLY, D,10,16,56
DECOROUSNESS, D,12,15,51
DECORRUGATIVE, D,13,20,68
DECORUM, D,7,12,33
DECOSTATE, D,9,12,42
DECOY, D,5,11,22
DECOYER, D,7,13,38
DECOYMAN, D,8,16,56
DECRASSIFY, D,10,19,65
DECREAM, D,7,12,33
DECREASE, D,8,11,39
DECREASELESS, D,12,15,51
DECREASING, D,10,14,48
DECREASINGLY, D,12,19,65
DECREATION, D,10,13,45
DECREATIVE, D,10,16,56
DECREE, D,6,9,24
DECREEABLE, D,10,15,51
DECREEMENT, D,10,15,51
DECREER, D,7,10,29
DECREET, D,7,10,29
DECREMENT, D,9,14,48
DECREMENTLESS, D,13,18,60
DECREMETER, D,10,15,51
DECREPIT, D,8,13,45
DECREPITATE, D,11,16,54
DECREPITATION, D,13,18,60
DECREPITLY, D,10,18,62
DECREPITNESS, D,12,17,57
DECREPITUDE, D,11,17,57
DECRETAL, D,8,11,39
DECRETALIST, D,11,14,48
DECRETE, D,7,10,29
DECRETIST, D,9,12,42
DECRETIVE, D,9,15,53
DECRETIVELY, D,11,20,68
DECRETORIAL, D,11,14,48
DECRETORILY, D,11,17,59
DECRETORY, D,9,15,53
DECRETUM, D,8,13,45
DECREW, D,6,12,32
DECRIAL, D,7,10,29
DECRIED, D,7,11,31
DECRIER, D,7,10,29
DECROWN, D,7,13,38
DECRUSTATION, D,12,15,51
DECRY, D,5,11,22
DECUBITAL, D,9,14,48
DECUBITUS, D,9,14,48
DECULTIVATE, D,11,17,59
DECULTURATE, D,11,14,48
DECUMAN, D,7,12,33
DECUMANA, D,8,13,45
DECUMANUS, D,9,14,48
DECUMARIA, D,9,14,48
DECUMARY, D,8,16,56
DECUMBENT, D,9,16,54
DECUMBENTLY, D,11,21,71
DECUMBITURE, D,11,18,60
DECUPLE, D,7,12,33
DECUPLET, D,8,13,45
DECURIA, D,7,10,29
DECURION, D,8,11,39
DECURIONATE, D,11,14,48
DECURRENT, D,9,12,42
DECURRENTLY, D,11,17,59
DECURRING, D,9,13,45
DECURSION, D,9,12,42
DECURSIVE, D,9,15,53
DECURSIVELY, D,11,20,68
DECURTATE, D,9,12,42
DECURVATION, D,11,17,59
DECURVATURE, D,11,17,59
DECURVE, D,7,13,38
DECURY, D,6,12,32
DECUSSATE, D,9,12,42
DECUSSATED, D,10,14,48
DECUSSATELY, D,11,17,59
DECUSSATION, D,11,14,48
DECUSSIS, D,8,11,39
DECUSSORIUM, D,11,16,54
DECYL, D,5,11,22
DECYLENE, D,8,14,50
DECYNE, D,6,12,32
DEDANIM, D,7,11,31
DEDANITE, D,8,10,34
DEDECORATE, D,10,14,48
DEDECORATION, D,12,16,54
DEDECOROUS, D,10,14,48
DEDENDUM, D,8,13,45
DEDENTITION, D,11,13,43
DEDICANT, D,8,12,42
DEDICATE, D,8,12,42
DEDICATEE, D,9,13,45
DEDICATION, D,10,14,48
DEDICATIONAL, D,12,16,54
DEDICATIVE, D,10,17,59
DEDICATOR, D,9,13,45
DEDICATORIAL, D,12,16,54
DEDICATORILY, D,12,19,65
DEDICATORY, D,10,17,59
DEDICATURE, D,10,14,48
DEDIMUS, D,7,11,31
DEDITICIAN, D,10,14,48
DEDITION, D,8,10,34
DEDOLATION, D,10,12,40
DEDUCE, D,6,10,26
DEDUCEMENT, D,10,16,54
DEDUCIBILITY, D,12,21,71
DEDUCIBLE, D,9,15,51
DEDUCIBLENESS, D,13,19,63
DEDUCIBLY, D,9,18,62
DEDUCIVE, D,8,15,53
DEDUCT, D,6,10,26
DEDUCTIBLE, D,10,16,54
DEDUCTION, D,9,13,45
DEDUCTIVE, D,9,16,56
DEDUCTIVELY, D,11,21,71
DEDUCTORY, D,9,16,56
DEDUPLICATION, D,13,19,63
DEEDEED, D,7,10,26
DEEDFUL, D,7,12,36
DEEDFULLY, D,9,17,59
DEEDILY, D,7,12,36
DEEDINESS, D,9,11,37
DEEDLESS, D,8,10,34
DEEDY, D,5,10,20
DEEMER, D,6,9,24
DEEMIE, D,6,9,24
DEEMSTER, D,8,11,39
DEEMSTERSHIP, D,12,20,68
DEEPEN, D,6,9,24
DEEPENER, D,8,11,39
DEEPENING, D,9,13,45
DEEPENINGLY, D,11,18,62
DEEPING, D,7,11,31
DEEPISH, D,7,13,38
DEEPLIER, D,8,11,39
DEEPLY, D,6,12,32
DEEPMOST, D,8,13,45
DEEPMOUTHED, D,11,20,68
DEEPNESS, D,8,11,39
DEEPSOME, D,8,13,45
DEEPWATER, D,9,15,53
DEEPWATERMAN, D,12,20,68
DEERBERRY, D,9,15,53
DEERDOG, D,7,10,26
DEERDRIVE, D,9,14,50
DEERFOOD, D,8,13,47
DEERHAIR, D,8,12,44
DEERHERD, D,8,13,47
DEERHORN, D,8,12,44
DEERHOUND, D,9,14,50
DEERLET, D,7,8,22
DEERMEAT, D,8,11,39
DEERSTAND, D,9,11,37
DEERSTEALER, D,11,12,40
DEERTONGUE, D,10,12,40
DEERWEED, D,8,13,47
DEERWOOD, D,8,13,47
DEERYARD, D,8,13,47
DEEVEY, D,6,13,34
DEFACE, D,6,12,32
DEFACEABLE, D,10,18,62
DEFACEMENT, D,10,18,62
DEFACER, D,7,13,38
DEFACING, D,8,15,53
DEFACINGLY, D,10,20,68
DEFALCATE, D,9,15,53
DEFALCATION, D,11,17,59
DEFALCATOR, D,10,16,56
DEFAMATION, D,10,16,56
DEFAMATORY, D,10,19,65
DEFAME, D,6,12,32
DEFAMED, D,7,14,40
DEFAMER, D,7,13,38
DEFAMINGLY, D,10,20,68
DEFASSA, D,7,11,34
DEFAULT, D,7,11,34
DEFAULTANT, D,10,14,50
DEFAULTER, D,9,13,47
DEFAULTLESS, D,11,15,53
DEFAULTURE, D,10,14,50
DEFEASANCE, D,10,16,56
DEFEASANCED, D,11,18,62
DEFEASE, D,7,11,34
DEFEASIBILITY, D,13,22,74
DEFEASIBLE, D,10,16,56
DEFEASIBLENESS, D,14,20,68
DEFEAT, D,6,10,28
DEFEATER, D,8,12,44
DEFEATISM, D,9,15,53
DEFEATIST, D,9,13,47
DEFEATMENT, D,10,16,56
DEFEATURE, D,9,13,47
DEFECANT, D,8,14,50
DEFECATE, D,8,14,50
DEFECATION, D,10,16,56
DEFECATOR, D,9,15,53
DEFECT, D,6,12,32
DEFECTIBILITY, D,13,24,80
DEFECTIBLE, D,10,18,62
DEFECTION, D,9,15,53
DEFECTIONIST, D,12,18,62
DEFECTIOUS, D,10,16,56
DEFECTIVE, D,9,18,62
DEFECTIVELY, D,11,23,77
DEFECTIVENESS, D,13,22,74
DEFECTLESS, D,10,16,56
DEFECTOLOGY, D,11,21,71
DEFECTOR, D,8,14,50
DEFEDATION, D,10,15,53
DEFENCE, D,7,13,38
DEFEND, D,6,11,30
DEFENDABLE, D,10,17,59
DEFENDANT, D,9,14,50
DEFENDER, D,8,13,47
DEFENDRESS, D,10,15,53
DEFENESTRATION, D,14,18,62
DEFENSATIVE, D,11,18,62
DEFENSE, D,7,11,34
DEFENSELESS, D,11,15,53
DEFENSELESSLY, D,13,20,68
DEFENSIBILITY, D,13,22,74
DEFENSIBLE, D,10,16,56
DEFENSIBLENESS, D,14,20,68
DEFENSIBLY, D,10,19,65
DEFENSION, D,9,13,47
DEFENSIVE, D,9,16,56
DEFENSIVELY, D,11,21,71
DEFENSIVENESS, D,13,20,68
DEFENSOR, D,8,12,44
DEFENSORSHIP, D,12,21,71
DEFENSORY, D,9,16,56
DEFERABLE, D,9,15,53
DEFERENCE, D,9,15,53
DEFERENT, D,8,12,44
DEFERENTECTOMY, D,14,25,83
DEFERENTIAL, D,11,15,53
DEFERENTIALITY, D,14,21,71
DEFERENTIALLY, D,13,20,68
DEFERENTITIS, D,12,16,56
DEFERMENT, D,9,15,53
DEFERRABLE, D,10,16,56
DEFERRAL, D,8,12,44
DEFERRED, D,8,13,47
DEFERRER, D,8,12,44
DEFERVESCE, D,10,19,65
DEFERVESCENT, D,12,21,71
DEFIABLE, D,8,14,50
DEFIAL, D,6,10,28
DEFIANCE, D,8,14,50
DEFIANT, D,7,11,34
DEFIANTLY, D,9,16,56
DEFIANTNESS, D,11,15,53
DEFIBER, D,7,13,38
DEFIBRINATE, D,11,17,59
DEFIBRINATION, D,13,19,65
DEFICIENT, D,9,15,53
DEFICIENTLY, D,11,20,68
DEFICIT, D,7,13,38
DEFIER, D,6,10,28
DEFIGURATION, D,12,17,59
DEFILADE, D,8,13,47
DEFILE, D,6,10,28
DEFILED, D,7,12,36
DEFILEDNESS, D,11,16,56
DEFILEMENT, D,10,16,56
DEFILER, D,7,11,34
DEFILIATION, D,11,15,53
DEFILING, D,8,13,47
DEFILINGLY, D,10,18,62
DEFINABILITY, D,12,21,71
DEFINABLE, D,9,15,53
DEFINABLY, D,9,18,62
DEFINE, D,6,10,28
DEFINED, D,7,12,36
DEFINEDLY, D,9,17,59
DEFINEMENT, D,10,16,56
DEFINER, D,7,11,34
DEFINIENDUM, D,11,18,62
DEFINIENS, D,9,13,47
DEFINITE, D,8,12,44
DEFINITELY, D,10,17,59
DEFINITENESS, D,12,16,56
DEFINITION, D,10,14,50
DEFINITIONAL, D,12,16,56
DEFINITIONES, D,12,16,56
DEFINITIVE, D,10,17,59
DEFINITIVELY, D,12,22,74
DEFINITIVENESS, D,14,21,71
DEFINITOR, D,9,13,47
DEFINITUDE, D,10,15,53
DEFLAGRABILITY, D,14,24,80
DEFLAGRABLE, D,11,18,62
DEFLAGRATE, D,10,15,53
DEFLAGRATION, D,12,17,59
DEFLAGRATOR, D,11,16,56
DEFLATE, D,7,11,34
DEFLATION, D,9,13,47
DEFLATIONARY, D,12,19,65
DEFLATIONIST, D,12,16,56
DEFLATOR, D,8,12,44
DEFLECT, D,7,13,38
DEFLECTABLE, D,11,19,65
DEFLECTED, D,9,16,56
DEFLECTION, D,10,16,56
DEFLECTIVE, D,10,19,65
